sponsor,"Indicates that the actor has sponsored the object. If a target is specified, it indicates the context within which the sponsorship is offered. For instance, a company can sponsor an event; or an individual can sponsor a project; etc.","  {
    ""actor"": {
      ""objectType"": ""organization"",
      ""displayName"": ""Acme, Co""
    },
    ""verb"": ""sponsor"",
    ""object"": {
      ""objectType"": ""game"",
      ""displayName"": ""World Series""
    },
    ""title"": ""Acme, Co sponsored the World Series""
  }
      "
start,"Indicates that the actor has started the object. For instance, when a person starts a project.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""start"",
    ""object"": {
      ""objectType"": ""process"",
      ""displayName"": ""A Long Running Process""
    }
  }
      "
stop-following,Indicates that the actor has stopped following the object.,"  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    },
    ""verb"": ""stop-following"",
    ""object"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    }
  }
      "
submit,"Indicates that the actor has submitted the object. If a target is specified, it indicates the entity to which the object was submitted.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""submit"",
    ""object"": {
      ""objectType"": ""issue"",
      ""displayName"": ""Issue #127""
    }
  }
      "
tag,"Indicates that the actor has associated the object with the target. For example, if the actor specifies that a particular user appears in a photo. the object is the user and the target is the photo.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    },
    ""verb"": ""tag"",
    ""object"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""target"": {
      ""objectType"": ""image"",
      ""displayName"": ""Pictures of my cats""
    }
  }
      "
terminate,Indicates that the actor has terminated the object.,"  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""terminate"",
    ""object"": {
      ""objectType"": ""process"",
      ""displayName"": ""A long running process""
    }
  }
      "
tie,"Indicates that the actor has neither won or lost the object. This verb is generally only applicable when the object represents some form of competition, such as a game.","  {
    ""actor"": {
      ""objectType"": ""collection"",
      ""items"": [
        {
          ""objectType"": ""organization"",
          ""displayName"": ""New York Giants""
        },
        {
          ""objectType"": ""organization"",
          ""displayName"": ""Oakland Raiders""
        }
      ]
    },
    ""verb"": ""tie"",
    ""object"": {
      ""objectType"": ""game"",
      ""displayName"": ""Super Bowl""
    }
  }
      "
unfavorite,Indicates that the actor has removed the object from the collection of favorited items.,"  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    },
    ""verb"": ""unfavorite"",
    ""object"": {
      ""objectType"": ""article"",
      ""displayName"": ""Some article""
    }
  }
      "
unlike,Indicates that the actor has removed the object from the collection of liked items.,"  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""unlike"",
    ""object"": {
      ""objectType"": ""article"",
      ""displayName"": ""Some article""
    }
  }
      "
unsatisfy,"Indicates that the actor has not satisfied the object. If a target is specified, it indicates the context within which the object was not satisfied. For instance, if a person fails to satisfy the requirements of some particular challenge, the person is the actor; the requirement is the object and the challenge is the target.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""unsatisfy"",
    ""object"": {
      ""objectType"": ""http://example.org/condition"",
      ""displayName"": ""Some Condition""
    },
    ""target"": {
      ""objectType"": ""http://example.org/parole"",
      ""displayName"": ""Terms of Parole""
    },
    ""title"": ""Mark has not satisfied a condition of his parole.""
  } 
      "
unsave,Indicates that the actor has removed the object from the collection of saved items.,"  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    },
    ""verb"": ""unsave"",
    ""object"": {
      ""objectType"": ""article"",
      ""displayName"": ""Some article""
    }
  }
      "
unshare,"Indicates that the actor is no longer sharing the object. If a target is specified, it indicates the entity with whom the object is no longer being shared.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""unshare"",
    ""object"": {
      ""objectType"": ""article"",
      ""displayName"": ""Some article""
    }
  }
      "
update,"The ""update"" verb indicates that the actor has modified the object. Use of the ""update"" verb is generally reserved to indicate modifications to existing objects or data such as changing an existing user's profile information.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""update"",
    ""object"": {
      ""objectType"": ""article"",
      ""displayName"": ""Some article""
    }
  }
      "
use,Indicates that the actor has used the object in some manner.,"  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    },
    ""verb"": ""use"",
    ""object"": {
      ""objectType"": ""product"",
      ""displayName"": ""A cool product""
    }
  }
      "
watch,"Indicates that the actor has watched the object. This verb is typically applicable only when the object represents dynamic, visible content such as a movie, a television show or a public performance. This verb is a more specific form of the verbs ""experience"", ""play"" and ""consume"".","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""watch"",
    ""object"": {
      ""objectType"": ""video"",
      ""displayName"": ""Some random movie""
    }
  }
      "
win,"Indicates that the actor has won the object. This verb is typically applicable only when the object represents some form of competition, such as a game.","  {
    ""actor"": {
      ""objectType"": ""organization"",
      ""displayName"": ""Arizona Diamond Backs""
    },
    ""verb"": ""win"",
    ""object"": {
      ""objectType"": ""game"",
      ""displayName"": ""World Series""
    }
  }
      "
 ,,
